Chemical Name,SMILES,Radical Name,Enthalpy,Activation Energy,k_value,Temperature,Bond Dissociation Energy,Chemical Group,Reaction Type/Pathway,PH,No,Resource:
"2,6-[(CH3)3C]2-4-CH3C6H2OH",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$26.50,19.30,30000.00,333.00,339.00,Phenol,Hydrogen Abstraction,,64,3.3 Table
"2,6-[(CH3)3C]2-4-CH3C6H2OH",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$19.60,22.40,9800.00,333.00,339.00,Phenol,Hydrogen Abstraction,,64,3.3 Table
"2,6-[(CH3)3C]2-4-NO2C6H2OH",CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,RO2*,-$11.00,26.40,2300.00,333.00,358.00,Phenol,Hydrogen Abstraction,,68,3.3 Table
"2,6-[(CH3)3C]2-4-NO2C6H2OH",CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,sec-RO2*,-$7.50,28.10,1300.00,333.00,358.00,Phenol,Hydrogen Abstraction,,68,3.3 Table
"2,6-[(CH3)3C]2-4-NO2C6H2OH",CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,tert-RO2*,-$0.60,31.40,380.00,333.00,358.00,Phenol,Hydrogen Abstraction,,68,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5C6H2OH",CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,RO2*,-$31.30,17.30,62000.00,333.00,337.70,Phenol,Hydrogen Abstraction,,70,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5C6H2OH",CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,sec-RO2*,-$27.80,18.80,36000.00,333.00,337.70,Phenol,Hydrogen Abstraction,,70,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5C6H2OH",CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,tert-RO2*,-$20.90,21.80,12000.00,333.00,337.70,Phenol,Hydrogen Abstraction,,70,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5SC6H2OH",CC(C)(C)c1cc(Sc2ccccc2)cc(C(C)(C)C)c1O,RO2*,-$22.60,21.10,16000.00,333.00,346.40,Phenol,Hydrogen Abstraction,,73,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5SC6H2OH",CC(C)(C)c1cc(Sc2ccccc2)cc(C(C)(C)C)c1O,sec-RO2*,-$19.10,22.60,9100.00,333.00,346.40,Phenol,Hydrogen Abstraction,,73,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5SC6H2OH",CC(C)(C)c1cc(Sc2ccccc2)cc(C(C)(C)C)c1O,tert-RO2*,-$12.20,25.80,2900.00,333.00,346.40,Phenol,Hydrogen Abstraction,,73,3.3 Table
"2,6-(C6H5)2-4-NH2CH2C6H2OH",NCc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,RO2*,-$46.10,11.30,540000.00,333.00,322.90,Phenol,Hydrogen Abstraction,,89,3.3 Table
"2,6-(C6H5)2-4-NH2CH2C6H2OH",NCc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,sec-RO2*,-$42.60,12.60,340000.00,333.00,322.90,Phenol,Hydrogen Abstraction,,89,3.3 Table
"2,6-(C6H5)2-4-NH2CH2C6H2OH",NCc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,tert-RO2*,-$35.70,15.40,120000.00,333.00,322.90,Phenol,Hydrogen Abstraction,,89,3.3 Table
"2,6-(C6H5)2-4-HOOCCH2C6H2OH",O=C(O)Cc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,RO2*,-$43.10,12.40,360000.00,333.00,325.90,Phenol,Hydrogen Abstraction,,91,3.3 Table
"2,6-(C6H5)2-4-HOOCCH2C6H2OH",O=C(O)Cc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,sec-RO2*,-$39.60,13.80,220000.00,333.00,325.90,Phenol,Hydrogen Abstraction,,91,3.3 Table
"2,6-(C6H5)2-4-HOOCCH2C6H2OH",O=C(O)Cc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,tert-RO2*,-$32.70,16.80,74000.00,333.00,325.90,Phenol,Hydrogen Abstraction,,91,3.3 Table
"2,6-(C6H5)2-4-CH3SC6H2OH",CSc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,RO2*,-$28.60,18.40,42000.00,333.00,340.40,Phenol,Hydrogen Abstraction,,94,3.3 Table
"2,6-(C6H5)2-4-CH3SC6H2OH",CSc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,sec-RO2*,-$25.10,19.90,24000.00,333.00,340.40,Phenol,Hydrogen Abstraction,,94,3.3 Table
"2,6-(C6H5)2-4-CH3SC6H2OH",CSc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,tert-RO2*,-$18.20,23.00,7900.00,333.00,340.40,Phenol,Hydrogen Abstraction,,94,3.3 Table
"2,6-(C6H5)2-4-CH3OC6H2OH",COc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,RO2*,-$41.00,13.30,260000.00,333.00,328.00,Phenol,Hydrogen Abstraction,,95,3.3 Table
"2,6-(C6H5)2-4-CH3OC6H2OH",COc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,sec-RO2*,-$37.50,14.70,160000.00,333.00,328.00,Phenol,Hydrogen Abstraction,,95,3.3 Table
"2,6-(C6H5)2-4-CH3OC6H2OH",COc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,tert-RO2*,-$30.60,17.60,56000.00,333.00,328.00,Phenol,Hydrogen Abstraction,,95,3.3 Table
"Si[2,6-[(CH3)3C]2-4-CH2CH2OC6H2OH]4",CC(C)(C)c1cc(CCO[Si](OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)(OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,RO2*,-$28.10,18.60,160000.00,333.00,340.90,Phenol,Hydrogen Abstraction,,122,3.3 Table
"Si[2,6-[(CH3)3C]2-4-CH2CH2OC6H2OH]4",CC(C)(C)c1cc(CCO[Si](OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)(OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,sec-RO2*,-$24.60,20.20,88000.00,333.00,340.90,Phenol,Hydrogen Abstraction,,122,3.3 Table
"Si[2,6-[(CH3)3C]2-4-CH2CH2OC6H2OH]4",CC(C)(C)c1cc(CCO[Si](OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)(OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,tert-RO2*,-$17.70,23.30,28000.00,333.00,340.90,Phenol,Hydrogen Abstraction,,122,3.3 Table
"4,4'-CH2SCH2-[2,6-[(CH3)3C]2C6H2OH",CC(C)(C)c1cc(CSCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,RO2*,-$29.10,18.20,90000.00,333.00,339.90,Phenol,Hydrogen Abstraction,,123,3.3 Table
"4,4'-CH2SCH2-[2,6-[(CH3)3C]2C6H2OH",CC(C)(C)c1cc(CSCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,sec-RO2*,-$25.60,19.70,52000.00,333.00,339.90,Phenol,Hydrogen Abstraction,,123,3.3 Table
"4,4'-CH2SCH2-[2,6-[(CH3)3C]2C6H2OH",CC(C)(C)c1cc(CSCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,tert-RO2*,-$18.70,22.80,17000.00,333.00,339.90,Phenol,Hydrogen Abstraction,,123,3.3 Table
"2,2'-SS-[4-CH3-6-CH3(C6H5)CHC6H2OH]2",Cc1cc(SSc2cc(C)cc(C(C)c3ccccc3)c2O)c(O)c(C(C)c2ccccc2)c1,RO2*,-$33.80,16.20,92000.00,333.00,335.20,Phenol,Hydrogen Abstraction,,124,3.3 Table
"2,2'-SS-[4-CH3-6-CH3(C6H5)CHC6H2OH]2",Cc1cc(SSc2cc(C)cc(C(C)c3ccccc3)c2O)c(O)c(C(C)c2ccccc2)c1,sec-RO2*,-$30.30,17.70,54000.00,333.00,335.20,Phenol,Hydrogen Abstraction,,124,3.3 Table
"2,2'-SS-[4-CH3-6-CH3(C6H5)CHC6H2OH]2",Cc1cc(SSc2cc(C)cc(C(C)c3ccccc3)c2O)c(O)c(C(C)c2ccccc2)c1,tert-RO2*,-$23.40,20.70,18000.00,333.00,335.20,Phenol,Hydrogen Abstraction,,124,3.3 Table
Indophenol,O=C1C=CC=CC1=Nc1ccc(O)cc1,RO2*,-$42.00,12.90,30000.00,333.00,327.00,Phenol,Hydrogen Abstraction,,126,3.3 Table
Indophenol,O=C1C=CC=CC1=Nc1ccc(O)cc1,sec-RO2*,-$38.50,14.30,180000.00,333.00,327.00,Phenol,Hydrogen Abstraction,,126,3.3 Table
Indophenol,O=C1C=CC=CC1=Nc1ccc(O)cc1,tert-RO2*,-$31.60,17.10,66000.00,333.00,327.00,Phenol,Hydrogen Abstraction,,126,3.3 Table
2-HOC6H4OH,Oc1ccccc1O,RO2*,-$31.00,11.00,600000.00,333.00,338.00,Phenol,Hydrogen Abstraction,,3,3.2 Table
2-HOC6H4OH,Oc1ccccc1O,sec-RO2*,-$27.50,12.50,350000.00,333.00,338.00,Phenol,Hydrogen Abstraction,,3,3.2 Table
2-HOC6H4OH,Oc1ccccc1O,tert-RO2*,-$20.60,15.50,120000.00,333.00,338.00,Phenol,Hydrogen Abstraction,,3,3.2 Table
2-HO-4-(CH3)3CC6H3OH,CC(C)(C)c1ccc(O)c(O)c1,RO2*,-$26.60,12.90,300000.00,333.00,342.40,Phenol,Hydrogen Abstraction,,4,3.2 Table
2-HO-4-(CH3)3CC6H3OH,CC(C)(C)c1ccc(O)c(O)c1,sec-RO2*,-$23.10,14.40,180000.00,333.00,342.40,Phenol,Hydrogen Abstraction,,4,3.2 Table
2-HO-4-(CH3)3CC6H3OH,CC(C)(C)c1ccc(O)c(O)c1,tert-RO2*,-$16.20,17.50,58000.00,333.00,342.40,Phenol,Hydrogen Abstraction,,4,3.2 Table
4-CH3C6H4OH,Cc1ccc(O)cc1,RO2*,-$11.20,19.80,25000.00,333.00,357.80,Phenol,Hydrogen Abstraction,,9,3.2 Table
4-CH3C6H4OH,Cc1ccc(O)cc1,sec-RO2*,-$7.70,21.40,14000.00,333.00,357.80,Phenol,Hydrogen Abstraction,,9,3.2 Table
4-CH3C6H4OH,Cc1ccc(O)cc1,tert-RO2*,-$0.80,24.80,4100.00,333.00,357.80,Phenol,Hydrogen Abstraction,,9,3.2 Table
(CH3)3C6(OH)(CH2)3O,CC(C)(C)c1c(O)ccc2c1CCCCO2,RO2*,-$40.20,7.30,2300000.00,333.00,328.80,Phenol,Hydrogen Abstraction,,10,3.2 Table
(CH3)3C6(OH)(CH2)3O,CC(C)(C)c1c(O)ccc2c1CCCCO2,sec-RO2*,-$36.70,8.70,1400000.00,333.00,328.80,Phenol,Hydrogen Abstraction,,10,3.2 Table
(CH3)3C6(OH)(CH2)3O,CC(C)(C)c1c(O)ccc2c1CCCCO2,tert-RO2*,-$29.80,11.50,500000.00,333.00,328.80,Phenol,Hydrogen Abstraction,,10,3.2 Table
(CH3)3C6(OH)CH2CH(CH3)O,CC1Cc2c(ccc(O)c2C(C)(C)C)O1,RO2*,-$44.60,5.60,4200000.00,333.00,324.40,Phenol,Hydrogen Abstraction,,20,3.2 Table
(CH3)3C6(OH)CH2CH(CH3)O,CC1Cc2c(ccc(O)c2C(C)(C)C)O1,sec-RO2*,-$41.10,7.00,2600000.00,333.00,324.40,Phenol,Hydrogen Abstraction,,20,3.2 Table
(CH3)3C6(OH)CH2CH(CH3)O,CC1Cc2c(ccc(O)c2C(C)(C)C)O1,tert-RO2*,-$34.20,9.70,960000.00,333.00,324.40,Phenol,Hydrogen Abstraction,,20,3.2 Table
1-HOC13H9,Oc1cccc2c1Cc1ccccc1-2,RO2*,-$32.70,10.30,780000.00,333.00,336.30,Phenol,Hydrogen Abstraction,,25,3.2 Table
1-HOC13H9,Oc1cccc2c1Cc1ccccc1-2,sec-RO2*,-$29.20,11.80,450000.00,333.00,336.30,Phenol,Hydrogen Abstraction,,25,3.2 Table
1-HOC13H9,Oc1cccc2c1Cc1ccccc1-2,tert-RO2*,-$22.30,14.70,160000.00,333.00,336.30,Phenol,Hydrogen Abstraction,,25,3.2 Table
1-HOC10H7,Oc1cccc2ccccc12,RO2*,-$27.60,12.40,360000.00,333.00,341.40,Phenol,Hydrogen Abstraction,,29,3.2 Table
1-HOC10H7,Oc1cccc2ccccc12,sec-RO2*,-$24.10,13.90,210000.00,333.00,341.40,Phenol,Hydrogen Abstraction,,29,3.2 Table
1-HOC10H7,Oc1cccc2ccccc12,tert-RO2*,-$17.20,17.00,70000.00,333.00,341.40,Phenol,Hydrogen Abstraction,,29,3.2 Table
2-HOC10H7,Oc1ccc2ccccc2c1,RO2*,-$17.20,17.00,70000.00,333.00,351.80,Phenol,Hydrogen Abstraction,,30,3.2 Table
2-HOC10H7,Oc1ccc2ccccc2c1,sec-RO2*,-$13.70,18.60,39000.00,333.00,351.80,Phenol,Hydrogen Abstraction,,30,3.2 Table
2-HOC10H7,Oc1ccc2ccccc2c1,tert-RO2*,-$6.80,21.90,12000.00,333.00,351.80,Phenol,Hydrogen Abstraction,,30,3.2 Table
1-HOC14H9,Oc1cccc2c1ccc1ccccc12,RO2*,-$16.30,17.40,60000.00,333.00,352.70,Phenol,Hydrogen Abstraction,,32,3.2 Table
1-HOC14H9,Oc1cccc2c1ccc1ccccc12,sec-RO2*,-$12.80,19.00,33000.00,333.00,352.70,Phenol,Hydrogen Abstraction,,32,3.2 Table
1-HOC14H9,Oc1cccc2c1ccc1ccccc12,tert-RO2*,-$5.90,22.30,10000.00,333.00,352.70,Phenol,Hydrogen Abstraction,,32,3.2 Table
C6H5OH,Oc1ccccc1,RO2*,-$2.00,24.20,5100.00,333.00,367.00,Phenol,Hydrogen Abstraction,,36,3.2 Table
C6H5OH,Oc1ccccc1,sec-RO2*,$1.50,25.90,2800.00,333.00,367.00,Phenol,Hydrogen Abstraction,,36,3.2 Table
C6H5OH,Oc1ccccc1,tert-RO2*,$8.40,29.50,750.00,333.00,367.00,Phenol,Hydrogen Abstraction,,36,3.2 Table
4-CH3COC6H4OH,CC(=O)c1ccc(O)cc1,RO2*,$0.50,25.40,3300.00,333.00,369.50,Phenol,Hydrogen Abstraction,,38,3.2 Table
4-CH3COC6H4OH,CC(=O)c1ccc(O)cc1,sec-RO2*,$4.00,27.20,1700.00,333.00,369.50,Phenol,Hydrogen Abstraction,,38,3.2 Table
4-CH3COC6H4OH,CC(=O)c1ccc(O)cc1,tert-RO2*,$10.90,30.80,470.00,333.00,369.50,Phenol,Hydrogen Abstraction,,38,3.2 Table
4-NH2C6H4OH,Nc1ccc(O)cc1,RO2*,-$14.30,18.30,43000.00,333.00,354.70,Phenol,Hydrogen Abstraction,,40,3.2 Table
4-NH2C6H4OH,Nc1ccc(O)cc1,sec-RO2*,-$10.80,20.00,23000.00,333.00,354.70,Phenol,Hydrogen Abstraction,,40,3.2 Table
4-NH2C6H4OH,Nc1ccc(O)cc1,tert-RO2*,-$3.90,23.30,7100.00,333.00,354.70,Phenol,Hydrogen Abstraction,,40,3.2 Table
4-C6H5CH2OC6H4OH,Oc1ccc(OCc2ccccc2)cc1,RO2*,-$21.50,15.10,140000.00,333.00,347.50,Phenol,Hydrogen Abstraction,,41,3.2 Table
4-C6H5CH2OC6H4OH,Oc1ccc(OCc2ccccc2)cc1,sec-RO2*,-$18.00,16.60,80000.00,333.00,347.50,Phenol,Hydrogen Abstraction,,41,3.2 Table
4-C6H5CH2OC6H4OH,Oc1ccc(OCc2ccccc2)cc1,tert-RO2*,-$11.10,19.80,25000.00,333.00,347.50,Phenol,Hydrogen Abstraction,,41,3.2 Table
4-CH3(CH2)3OC6H4OH,CCCCOc1ccc(O)cc1,RO2*,-$23.20,14.30,180000.00,333.00,345.80,Phenol,Hydrogen Abstraction,,44,3.2 Table
4-CH3(CH2)3OC6H4OH,CCCCOc1ccc(O)cc1,sec-RO2*,-$19.70,15.90,100000.00,333.00,345.80,Phenol,Hydrogen Abstraction,,44,3.2 Table
4-CH3(CH2)3OC6H4OH,CCCCOc1ccc(O)cc1,tert-RO2*,-$12.80,19.00,33000.00,333.00,345.80,Phenol,Hydrogen Abstraction,,44,3.2 Table
4-(CH3)3CC6H4OH,CC(C)(C)c1ccc(O)cc1,RO2*,-$12.10,19.30,30000.00,333.00,356.90,Phenol,Hydrogen Abstraction,,46,3.2 Table
4-(CH3)3CC6H4OH,CC(C)(C)c1ccc(O)cc1,sec-RO2*,-$8.60,21.00,16000.00,333.00,356.90,Phenol,Hydrogen Abstraction,,46,3.2 Table
4-(CH3)3CC6H4OH,CC(C)(C)c1ccc(O)cc1,tert-RO2*,-$1.70,24.30,4900.00,333.00,356.90,Phenol,Hydrogen Abstraction,,46,3.2 Table
"2,4-[(CH3)3C]2C6H3OH",CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,RO2*,-$11.50,19.60,27000.00,333.00,357.50,Phenol,Hydrogen Abstraction,,47,3.2 Table
"2,4-[(CH3)3C]2C6H3OH",CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,sec-RO2*,-$8.00,21.30,15000.00,333.00,357.50,Phenol,Hydrogen Abstraction,,47,3.2 Table
"2,4-[(CH3)3C]2C6H3OH",CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,tert-RO2*,-$1.10,24.60,4400.00,333.00,357.50,Phenol,Hydrogen Abstraction,,47,3.2 Table
"2-(CH3)3C-4,6-(CH3)2C6H2OH",Cc1cc(C)c(O)c(C(C)(C)C)c1,RO2*,-$15.20,17.90,50000.00,333.00,353.80,Phenol,Hydrogen Abstraction,,74,3.2 Table
"2-(CH3)3C-4,6-(CH3)2C6H2OH",Cc1cc(C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$11.70,19.50,28000.00,333.00,353.80,Phenol,Hydrogen Abstraction,,74,3.2 Table
"2-(CH3)3C-4,6-(CH3)2C6H2OH",Cc1cc(C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$4.80,22.80,8500.00,333.00,353.80,Phenol,Hydrogen Abstraction,,74,3.2 Table
2-(CH3)3C-4-CH3OC6H3OH,COc1ccc(O)c(C(C)(C)C)c1,RO2*,-$27.60,12.40,360000.00,333.00,341.40,Phenol,Hydrogen Abstraction,,75,3.2 Table
2-(CH3)3C-4-CH3OC6H3OH,COc1ccc(O)c(C(C)(C)C)c1,sec-RO2*,-$24.10,13.90,210000.00,333.00,341.40,Phenol,Hydrogen Abstraction,,75,3.2 Table
2-(CH3)3C-4-CH3OC6H3OH,COc1ccc(O)c(C(C)(C)C)c1,tert-RO2*,-$17.20,17.00,69000.00,333.00,341.40,Phenol,Hydrogen Abstraction,,75,3.2 Table
4-CH3OC6H4OH,COc1ccc(O)cc1,RO2*,-$20.00,15.70,110000.00,333.00,349.00,Phenol,Hydrogen Abstraction,,78,3.2 Table
4-CH3OC6H4OH,COc1ccc(O)cc1,sec-RO2*,-$16.50,17.30,62000.00,333.00,349.00,Phenol,Hydrogen Abstraction,,78,3.2 Table
4-CH3OC6H4OH,COc1ccc(O)cc1,tert-RO2*,-$9.60,20.50,19000.00,333.00,349.00,Phenol,Hydrogen Abstraction,,78,3.2 Table
"2,3-(CH3)2C6H3OH",Cc1cccc(O)c1C,RO2*,-$15.50,17.80,52000.00,333.00,353.50,Phenol,Hydrogen Abstraction,,79,3.2 Table
"2,3-(CH3)2C6H3OH",Cc1cccc(O)c1C,sec-RO2*,-$12.00,19.40,29000.00,333.00,353.50,Phenol,Hydrogen Abstraction,,79,3.2 Table
"2,3-(CH3)2C6H3OH",Cc1cccc(O)c1C,tert-RO2*,-$5.10,22.70,8800.00,333.00,353.50,Phenol,Hydrogen Abstraction,,79,3.2 Table
"3,4-(CH3)2C6H3OH",Cc1ccc(O)cc1C,RO2*,-$16.40,17.40,60000.00,333.00,352.60,Phenol,Hydrogen Abstraction,,80,3.2 Table
"3,4-(CH3)2C6H3OH",Cc1ccc(O)cc1C,sec-RO2*,-$12.90,19.00,33000.00,333.00,352.60,Phenol,Hydrogen Abstraction,,80,3.2 Table
"3,4-(CH3)2C6H3OH",Cc1ccc(O)cc1C,tert-RO2*,-$6.00,22.20,11000.00,333.00,352.60,Phenol,Hydrogen Abstraction,,80,3.2 Table
"3,5-(CH3)2C6H3OH",Cc1cc(C)cc(O)c1,RO2*,-$15.00,18.00,48000.00,333.00,354.00,Phenol,Hydrogen Abstraction,,81,3.2 Table
"3,5-(CH3)2C6H3OH",Cc1cc(C)cc(O)c1,sec-RO2*,-$11.50,19.60,27000.00,333.00,354.00,Phenol,Hydrogen Abstraction,,81,3.2 Table
"3,5-(CH3)2C6H3OH",Cc1cc(C)cc(O)c1,tert-RO2*,-$4.60,22.90,8200.00,333.00,354.00,Phenol,Hydrogen Abstraction,,81,3.2 Table
"2,4-(CH3)2C6H3OH",Cc1ccc(O)c(C)c1,RO2*,-$10.50,20.00,23000.00,333.00,358.50,Phenol,Hydrogen Abstraction,,82,3.2 Table
"2,4-(CH3)2C6H3OH",Cc1ccc(O)c(C)c1,sec-RO2*,-$7.00,21.80,12000.00,333.00,358.50,Phenol,Hydrogen Abstraction,,82,3.2 Table
"2,4-(CH3)2C6H3OH",Cc1ccc(O)c(C)c1,tert-RO2*,-$0.10,25.20,3600.00,333.00,358.50,Phenol,Hydrogen Abstraction,,82,3.2 Table
"2,6-(CH3)2C6H3OH",Cc1cccc(C)c1O,RO2*,-$14.10,18.40,42000.00,333.00,354.90,Phenol,Hydrogen Abstraction,,83,3.2 Table
"2,6-(CH3)2C6H3OH",Cc1cccc(C)c1O,sec-RO2*,-$10.60,20.00,23000.00,333.00,354.90,Phenol,Hydrogen Abstraction,,83,3.2 Table
"2,6-(CH3)2C6H3OH",Cc1cccc(C)c1O,tert-RO2*,-$3.70,23.30,7100.00,333.00,354.90,Phenol,Hydrogen Abstraction,,83,3.2 Table
4-(CH3)2NC6H4OH,CN(C)c1ccc(O)cc1,RO2*,-$42.20,6.60,3000000.00,333.00,326.80,Phenol,Hydrogen Abstraction,,85,3.2 Table
4-(CH3)2NC6H4OH,CN(C)c1ccc(O)cc1,sec-RO2*,-$38.70,7.90,1800000.00,333.00,326.80,Phenol,Hydrogen Abstraction,,85,3.2 Table
4-(CH3)2NC6H4OH,CN(C)c1ccc(O)cc1,tert-RO2*,-$31.80,10.70,670000.00,333.00,326.80,Phenol,Hydrogen Abstraction,,85,3.2 Table
"2,4,6-(CH3)3C6H2OH",Cc1cc(C)c(O)c(C)c1,RO2*,-$22.20,14.80,150000.00,333.00,346.80,Phenol,Hydrogen Abstraction,,110,3.2 Table
"2,4,6-(CH3)3C6H2OH",Cc1cc(C)c(O)c(C)c1,sec-RO2*,-$18.70,16.30,89000.00,333.00,346.80,Phenol,Hydrogen Abstraction,,110,3.2 Table
"2,4,6-(CH3)3C6H2OH",Cc1cc(C)c(O)c(C)c1,tert-RO2*,-$11.80,19.50,28000.00,333.00,346.80,Phenol,Hydrogen Abstraction,,110,3.2 Table
alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,RO2*,-$41.30,6.90,2600000.00,333.00,327.70,Phenol,Hydrogen Abstraction,,130,3.2 Table
alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,sec-RO2*,-$37.80,8.20,1700000.00,333.00,327.70,Phenol,Hydrogen Abstraction,,130,3.2 Table
alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,tert-RO2*,-$30.90,11.00,600000.00,333.00,327.70,Phenol,Hydrogen Abstraction,,130,3.2 Table
beta-Tocopherol,Cc1cc(O)c(C)c2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,RO2*,-$36.60,8.70,1400000.00,333.00,332.40,Phenol,Hydrogen Abstraction,,131,3.2 Table
beta-Tocopherol,Cc1cc(O)c(C)c2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,sec-RO2*,-$33.10,10.20,800000.00,333.00,332.40,Phenol,Hydrogen Abstraction,,131,3.2 Table
beta-Tocopherol,Cc1cc(O)c(C)c2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,tert-RO2*,-$26.20,13.00,290000.00,333.00,332.40,Phenol,Hydrogen Abstraction,,131,3.2 Table
delta-Tocopherol,Cc1cc(O)cc2c1OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,RO2*,-$52.00,2.90,11000000.00,333.00,317.00,Phenol,Hydrogen Abstraction,,133,3.2 Table
delta-Tocopherol,Cc1cc(O)cc2c1OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,sec-RO2*,-$48.50,4.20,7000000.00,333.00,317.00,Phenol,Hydrogen Abstraction,,133,3.2 Table
delta-Tocopherol,Cc1cc(O)cc2c1OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,tert-RO2*,-$41.60,6.80,2700000.00,333.00,317.00,Phenol,Hydrogen Abstraction,,133,3.2 Table
"2,2'-Azinobis(3-ethylbenzothiazoline-6-sulfonate ion)",CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21,sec-RO2*,,14.00,5000000.00,,,,,7.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,sec-RO2*,,17.00,160000000.00,,,,,8.00,,Journal Tables 6 and 7
"2,3,9,10-Tetramethyl-1,4,8,11-tetraazacyclotetradeca-1,3,8,10-tetraenecobalt(II) ion",CC1=NCCCN=C(C(=NCCCN=C1C)C)C.[Co+2],RO2*,,,120000000.00,298.00,,,,3.00,,Journal Tables 6 and 7
Nitrilotriacetatocobalt(II) ion,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-].[Co+2],RO2*,,,100000000.00,298.00,,,,6.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,RO2*,,,1700000.00,298.00,,,,7.00,,Journal Tables 6 and 7
Bilirubin dianion,C=CC1=C(C)/C(=C/C2=C(C)C(CCC(=O)[O-])=C(CC3=C(CCC(=O)[O-])C(C)=C(/C=C4\NC(=O)C(C)=C4C=C)N3)N2)NC1=O,RO2*,,,57000000.00,298.00,,,,11.00,,Journal Tables 6 and 7
Hydroquinone,Oc1ccc(O)cc1,RO2*,,,1000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"6-Hydroxy-2,5,7,8-tetramethyl-1-benzopyran-2-carboxylic acid",Cc1c(C)c(O)c2c(c1C)CC(C)(C(=O)O)CO2,RO2*,,,100000.00,298.00,,,,4.00,,Journal Tables 6 and 7
"5-Hydroxytryptophan, conjugate base",N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)[O-],RO2*,,,7000000.00,298.00,,,,13.00,,Journal Tables 6 and 7
